Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000177963,RIC8A,49,-1.0335,131,0.53253,66,-0.5725,140,0.64238,111,0.24742,50,-0.9922,140,0.65028,79,-0.2936,89,-0.1123
ENSG00000142082,SIRT3,47,0.09205,46,0.04496,37,-0.2677,27,-0.7879,44,0.00390,26,-0.8184,35,-0.3563,83,1.06756,53,0.28926
ENSG00000185627,PSMD13,40,-0.8443,61,-0.2176,77,0.17789,65,-0.0992,80,0.24053,65,-0.1165,88,0.39540,78,0.19723,69,-0.0036
ENSG00000185201,IFITM2,474,4.11596,27,-1.6149,10,-3.0278,9,-3.2150,12,-2.7517,27,-1.5784,28,-1.5665,63,-0.3066,39,-1.0360
ENSG00000142089,IFITM3,713,2.05886,70,-1.8355,48,-2.3965,90,-1.4651,100,-1.2964,166,-0.5301,144,-0.7447,408,0.96483,340,0.64556
ENSG00000182272,B4GALNT4,81,-0.8595,147,0.08247,92,-0.6522,119,-0.2583,140,0.00800,139,-0.0089,132,-0.0852,147,0.08696,258,1.04996
ENSG00000185187,SIGIRR,59,-0.1523,36,-0.9143,21,-1.7058,54,-0.2918,65,0.00946,71,0.14416,68,0.07780,96,0.65195,113,0.93885
ENSG00000174915,PTDSS2,96,0.39144,91,0.29912,56,-0.4789,85,0.18837,80,0.09158,54,-0.5503,80,0.07994,64,-0.2800,77,0.02205
ENSG00000023191,RNH1,86,1.01474,24,-1.0282,24,-1.0322,53,0.18746,30,-0.7327,39,-0.3096,41,-0.2105,73,0.72204,55,0.23694
ENSG00000174775,HRAS,76,-0.5510,76,-0.5549,127,0.26987,104,-0.0561,106,-0.0277,100,-0.1212,115,0.09998,99,-0.1438,168,0.73874
ENSG00000177030,DEAF1,195,0.03840,116,-0.7773,169,-0.1923,266,0.55752,232,0.32153,202,0.09383,87,-1.2167,228,0.29538,218,0.22445
ENSG00000177156,TALDO1,63,-0.3588,54,-0.6111,111,0.55634,79,-0.0163,73,-0.1372,63,-0.3702,114,0.59709,65,-0.3267,93,0.26237
ENSG00000177225,GATD1,59,-0.3277,64,-0.1949,54,-0.4657,72,-0.0099,89,0.34018,58,-0.3488,58,-0.3441,95,0.45756,101,0.55774
ENSG00000184524,CEND1,307,-0.4936,269,-0.6991,335,-0.3559,860,1.24041,631,0.68415,355,-0.2667,267,-0.7142,309,-0.4835,437,0.06668
ENSG00000177542,SLC25A22,36,-1.7609,140,0.33249,74,-0.6862,170,0.66501,223,1.14392,108,-0.0874,80,-0.5611,91,-0.3546,105,-0.1368
ENSG00000177600,RPLP2,999,0.46196,554,-0.4934,428,-0.8949,607,-0.3505,567,-0.4578,1405,1.05787,537,-0.5431,1077,0.59058,625,-0.3037
ENSG00000177666,PNPLA2,26,0.00099,29,0.13531,21,-0.3162,14,-0.9443,37,0.54927,23,-0.2308,31,0.29025,10,-1.4028,45,0.88215
ENSG00000177697,CD151,227,2.32456,35,-0.9741,12,-2.5444,26,-1.4040,47,-0.5076,55,-0.2577,70,0.11109,45,-0.5694,69,0.08322
ENSG00000177700,POLR2L,220,-0.5755,340,0.12202,231,-0.4996,309,-0.0364,288,-0.1494,358,0.20559,298,-0.0935,449,0.58324,350,0.16776
ENSG00000177830,CHID1,63,-0.4211,77,-0.0937,63,-0.4193,55,-0.6265,131,0.79754,61,-0.4617,113,0.54390,90,0.15912,82,-0.0008
ENSG00000183020,AP2A2,145,-0.5425,242,0.27999,214,0.08242,222,0.13707,314,0.72067,150,-0.4857,189,-0.1216,206,0.01420,153,-0.4551
ENSG00000078902,TOLLIP,234,-0.6338,417,0.29073,393,0.19373,450,0.41722,562,0.80049,249,-0.5368,230,-0.6651,298,-0.2531,310,-0.1926
ENSG00000174672,BRSK2,71,-1.1183,132,-0.1621,154,0.08722,208,0.59161,213,0.63287,168,0.23355,127,-0.2255,112,-0.4142,126,-0.2268
ENSG00000182208,MOB2,110,1.35131,67,0.47741,28,-0.9414,42,-0.2767,61,0.31024,34,-0.5978,49,-0.0574,29,-0.8500,33,-0.6720
ENSG00000184545,DUSP8,204,0.23328,194,0.15419,170,-0.0640,196,0.16536,124,-0.5644,213,0.30641,110,-0.7498,234,0.46455,146,-0.3047
ENSG00000244242,IFITM10,21,-1.2843,11,-2.1650,9,-2.4979,118,1.59199,119,1.60892,61,0.40373,10,-2.2749,32,-0.6195,47,-0.0107
ENSG00000117984,CTSD,413,-0.2188,389,-0.3148,263,-0.9254,571,0.30749,790,0.86541,391,-0.3046,452,-0.0729,386,-0.3260,604,0.40116
ENSG00000110651,CD81,609,0.06899,484,-0.2991,368,-0.7282,415,-0.5404,397,-0.6116,462,-0.3742,870,0.66829,573,-0.0295,1072,1.03711
ENSG00000184281,TSSC4,13,-1.3675,37,0.23099,16,-1.0475,49,0.68027,41,0.40043,40,0.32712,43,0.45353,18,-0.8963,34,0.06571
ENSG00000129757,CDKN1C,60,0.96975,0,-5.5775,0,-7.2625,88,1.69792,93,1.79799,41,0.32239,1,-5.2433,1,-5.1915,20,-0.8105
ENSG00000205531,NAP1L4,191,0.56849,101,-0.4711,132,-0.0357,151,0.17231,156,0.22677,110,-0.3367,159,0.25719,122,-0.1683,99,-0.5040
ENSG00000110619,CARS,10,-1.3748,19,-0.3991,45,0.95916,24,-0.0479,28,0.18443,30,0.27553,20,-0.3886,15,-0.7627,35,0.52537
ENSG00000148985,PGAP2,31,0.12778,38,0.47230,31,0.13831,24,-0.2597,32,0.17576,12,-1.3187,43,0.65032,19,-0.6629,28,-0.0468
ENSG00000167323,STIM1,64,-1.0148,248,1.20031,201,0.82118,63,-1.0464,98,-0.3711,87,-0.5527,161,0.43902,115,-0.1104,72,-0.8394
ENSG00000244734,HBB,44984,7.94977,42,-7.0794,123,-5.5526,189,-4.9285,375,-3.9379,256,-4.4934,199,-4.8576,75,-6.2650,192,-4.9062
ENSG00000051009,FAM160A2,42,0.78331,47,0.96095,9,-1.6664,24,-0.1565,39,0.64836,14,-0.9308,29,0.14868,17,-0.6479,16,-0.7863
ENSG00000110148,CCKBR,9,-2.8310,98,0.75332,115,1.03889,79,0.38241,72,0.24671,39,-0.7152,50,-0.3521,46,-0.4612,51,-0.3045
ENSG00000166311,SMPD1,25,-0.7012,36,-0.1524,33,-0.2904,25,-0.6695,61,0.73447,25,-0.6848,57,0.61787,22,-0.9156,69,0.95000
ENSG00000166313,APBB1,410,-0.5760,544,-0.1307,756,0.40985,791,0.48699,837,0.58150,594,0.01271,419,-0.5436,411,-0.5748,545,-0.1270
ENSG00000110171,TRIM3,26,-0.5370,69,1.09603,25,-0.5954,39,0.14314,40,0.15308,37,0.04135,29,-0.3252,39,0.14761,20,-0.8759
ENSG00000132254,ARFIP2,15,-1.6262,96,1.30641,44,-0.0425,38,-0.2619,44,-0.0230,39,-0.2352,49,0.13427,39,-0.2399,41,-0.1634
ENSG00000132286,TIMM10B,13,-1.4654,31,-0.0891,31,-0.1032,46,0.51394,54,0.81485,29,-0.1924,36,0.12507,37,0.15268,22,-0.6240
ENSG00000166333,ILK,98,0.44878,61,-0.3281,25,-1.6551,55,-0.4916,63,-0.2680,72,-0.0515,78,0.05878,65,-0.2208,155,1.25789
ENSG00000166337,TAF10,91,-1.0230,153,-0.2119,241,0.53482,204,0.25427,166,-0.0815,215,0.34120,142,-0.3328,195,0.17937,165,-0.0925
ENSG00000166340,TPP1,134,-0.0931,152,0.10292,90,-0.7257,82,-0.8654,49,-1.6511,85,-0.8039,314,1.37276,127,-0.1894,249,0.94391
ENSG00000166341,DCHS1,51,0.79734,40,0.40331,18,-0.8518,7,-2.1555,19,-0.8163,13,-1.3870,74,1.48568,30,-0.0769,31,-0.0094
ENSG00000158042,MRPL17,31,-0.0552,28,-0.2068,39,0.30327,36,0.15366,24,-0.4417,42,0.43018,46,0.58905,19,-0.8218,25,-0.4015
ENSG00000175390,EIF3F,125,0.58315,76,-0.2470,55,-0.7413,46,-1.0089,25,-1.9170,107,0.31490,88,0.00295,104,0.26525,167,1.09197
ENSG00000166402,TUB,14,-1.5214,43,0.23246,59,0.77421,34,-0.1110,26,-0.5245,57,0.72597,44,0.28471,33,-0.1822,22,-0.7836
ENSG00000166405,RIC3,16,-1.3346,29,-0.4606,33,-0.2403,39,0.01175,66,0.92737,41,0.09763,37,-0.0390,48,0.38113,36,-0.1163
ENSG00000166441,RPL27A,639,0.61444,213,-1.1422,301,-0.6099,500,0.20144,362,-0.3188,672,0.70101,243,-0.9438,472,0.10595,577,0.43826
ENSG00000166444,ST5,39,0.07777,6,-2.5653,18,-1.1016,41,0.16863,53,0.60183,21,-0.8912,43,0.26902,36,-0.0295,74,1.19024
ENSG00000166452,AKIP1,9,-1.4199,21,-0.2161,11,-1.1706,29,0.34538,33,0.52884,47,1.16052,9,-1.4216,24,0.00766,30,0.39490
ENSG00000175348,TMEM9B,78,-0.2774,84,-0.1630,106,0.21971,53,-0.8823,77,-0.2913,78,-0.2841,118,0.39089,109,0.25678,133,0.59663
ENSG00000175352,NRIP3,26,-1.7861,33,-1.4463,37,-1.2657,208,1.59471,157,1.06167,105,0.37386,43,-1.0363,37,-1.2838,110,0.44107
ENSG00000184014,DENND5A,127,0.44876,46,-1.1658,66,-0.5980,83,-0.2448,71,-0.4854,152,0.75657,118,0.33678,120,0.35480,86,-0.1813
ENSG00000166471,TMEM41B,28,-0.5963,72,0.94271,45,0.15041,37,-0.1915,35,-0.2479,38,-0.1516,58,0.57051,7,-2.6038,51,0.33652
ENSG00000205339,IPO7,138,0.42748,113,0.09648,68,-0.7007,106,-0.0190,117,0.15386,121,0.20953,91,-0.2597,104,-0.0385,101,-0.0829
ENSG00000133789,SWAP70,63,1.32316,19,-0.6314,9,-1.8025,21,-0.5483,13,-1.1976,30,0.02768,41,0.55235,36,0.34074,31,0.09051
ENSG00000133812,SBF2,31,-0.1602,26,-0.4423,23,-0.6501,24,-0.5412,21,-0.7385,55,0.78345,51,0.65038,52,0.67910,26,-0.4331
ENSG00000255823,MTRNR2L8,3983,0.23496,1134,-1.7210,1744,-1.0706,4670,0.50151,1562,-1.2384,7811,1.42650,1781,-1.0390,4745,0.52857,3627,0.08106
ENSG00000110315,RNF141,36,-0.9213,60,-0.1555,34,-1.0275,70,0.09686,69,0.06842,89,0.49716,72,0.13468,72,0.13658,92,0.54403
ENSG00000072952,MRVI1,78,0.21305,36,-0.9814,28,-1.3906,33,-1.1219,35,-1.0203,59,-0.2469,136,1.17731,108,0.76221,102,0.66510
ENSG00000198730,CTR9,21,-0.5027,32,0.15208,22,-0.4645,15,-1.0569,47,0.77675,20,-0.6278,31,0.07427,40,0.49281,37,0.38265
ENSG00000110321,EIF4G2,265,0.10313,161,-0.6891,233,-0.1018,253,0.02986,270,0.13678,207,-0.2952,387,0.74403,247,-0.0111,213,-0.2444
ENSG00000110328,GALNT18,10,-1.4636,55,1.20568,54,1.16629,3,-3.0612,9,-1.7110,6,-2.2357,48,0.98019,25,-0.0992,33,0.30888
ENSG00000170242,USP47,3,-3.7416,34,-0.2863,68,0.84935,50,0.35225,23,-0.8561,60,0.65680,46,0.18411,40,-0.0456,42,0.05229
ENSG00000050165,DKK3,1019,-0.2995,1975,0.79912,1940,0.76767,1193,-0.0472,1191,-0.0500,649,-1.0028,1464,0.28816,942,-0.4241,682,-0.9274
ENSG00000133816,MICAL2,54,-0.0415,77,0.54148,34,-0.7557,82,0.63973,112,1.19876,31,-0.8915,31,-0.8985,48,-0.2226,30,-0.9656
ENSG00000197702,PARVA,71,0.05730,43,-0.7370,35,-1.0452,72,0.09770,69,0.01113,54,-0.3809,97,0.58931,97,0.58829,76,0.18067
ENSG00000187079,TEAD1,56,0.60019,51,0.43301,16,-1.3696,10,-2.0280,20,-1.0093,14,-1.5299,73,1.06991,56,0.58663,54,0.54845
ENSG00000133794,ARNTL,30,-0.4080,84,1.30713,44,0.18066,38,-0.0421,57,0.62602,14,-1.5534,28,-0.5109,36,-0.1396,21,-0.9645
ENSG00000148925,BTBD10,41,-0.6881,86,0.50872,82,0.42653,66,0.06117,118,1.05202,38,-0.8095,43,-0.6241,49,-0.3977,48,-0.4520
ENSG00000197601,FAR1,38,-0.1492,49,0.24646,35,-0.2825,37,-0.2235,64,0.67655,50,0.26533,45,0.11601,38,-0.1731,24,-0.8842
ENSG00000262655,SPON1,15,-1.3758,34,-0.1526,11,-1.8193,10,-1.9343,10,-2.0055,17,-1.2321,138,2.44256,37,-0.0344,66,0.93617
ENSG00000129083,COPB1,61,0.74358,37,-0.0745,45,0.24001,18,-1.1525,38,-0.0381,18,-1.1498,53,0.52760,60,0.72840,18,-1.1636
ENSG00000129084,PSMA1,78,0.07957,61,-0.3026,63,-0.2548,71,-0.0612,113,0.70406,52,-0.5741,118,0.76974,47,-0.7028,64,-0.2376
ENSG00000110696,C11orf58,193,0.59042,118,-0.2120,153,0.20201,64,-1.1617,97,-0.5261,126,-0.1127,179,0.46308,144,0.10299,142,0.08038
ENSG00000110700,RPS13,764,0.59110,287,-0.9812,344,-0.7030,490,-0.1443,364,-0.6147,1044,1.14418,305,-0.8857,376,-0.5638,848,0.77098
ENSG00000011405,PIK3C2A,45,-0.6287,62,-0.1214,28,-1.3150,22,-1.6702,13,-2.4787,29,-1.2757,184,1.82099,108,0.81161,108,0.80464
ENSG00000070081,NUCB2,72,1.03429,52,0.46407,32,-0.2948,26,-0.6318,17,-1.2541,40,0.05929,48,0.34233,37,-0.0960,26,-0.6152
ENSG00000129159,KCNC1,24,-1.6368,78,0.19683,89,0.41044,104,0.67193,100,0.59545,56,-0.3564,53,-0.4270,72,0.06446,49,-0.5429
ENSG00000129158,SERGEF,66,0.00387,62,-0.0950,65,-0.0321,101,0.71098,63,-0.0804,71,0.11434,66,0.00194,63,-0.0797,37,-0.8909
ENSG00000134333,LDHA,149,-0.9749,387,0.55713,262,-0.0869,338,0.32714,459,0.85171,275,-0.0098,159,-0.8778,250,-0.1676,213,-0.4157
ENSG00000074319,TSG101,45,-0.2851,32,-0.8365,57,0.07846,45,-0.2805,75,0.55207,59,0.14143,85,0.75911,46,-0.2420,41,-0.4212
ENSG00000110786,PTPN5,63,-0.4562,131,0.73944,82,-0.0306,75,-0.1718,125,0.66313,62,-0.4698,65,-0.4173,87,0.05557,65,-0.4035
ENSG00000165973,NELL1,54,-0.5386,123,0.81633,126,0.85720,82,0.13767,108,0.59589,30,-1.4207,50,-0.6589,68,-0.1774,40,-1.0103
ENSG00000091664,SLC17A6,69,0.45615,141,1.78466,140,1.75994,4,-3.6045,7,-3.0335,10,-2.5050,47,-0.1738,40,-0.4173,10,-2.4053
ENSG00000198168,SVIP,127,0.27210,72,-0.6257,197,1.02479,110,0.03649,77,-0.5314,104,-0.0581,110,0.03094,110,0.03087,62,-0.8648
ENSG00000187398,LUZP2,89,0.86981,53,-0.0002,61,0.22095,47,-0.1937,23,-1.2836,52,-0.0410,72,0.50176,49,-0.1134,31,-0.8196
ENSG00000134343,ANO3,48,-0.9206,160,1.04495,250,1.91749,44,-1.0500,65,-0.4466,52,-0.8078,85,-0.0249,44,-1.0453,29,-1.6555
ENSG00000109881,CCDC34,47,-0.2621,68,0.31379,77,0.52940,47,-0.2857,41,-0.4987,49,-0.2136,51,-0.1440,93,0.86053,30,-0.9671
ENSG00000205213,LGR4,3,-3.1140,35,0.51441,20,-0.4131,10,-1.4446,12,-1.1141,8,-1.7276,52,1.21148,16,-0.7132,74,1.90094
ENSG00000148943,LIN7C,23,-1.7461,126,0.94065,59,-0.3271,98,0.49371,87,0.30688,42,-0.8321,65,-0.1752,91,0.36885,60,-0.3008
ENSG00000148950,IMMP1L,27,-0.0026,37,0.53357,26,-0.0294,33,0.34393,7,-1.9641,18,-0.6596,27,-0.0089,35,0.40724,32,0.29227
ENSG00000007372,PAX6,2,-3.3269,20,-0.3207,8,-1.6696,5,-2.4071,7,-1.8989,25,0.00389,66,1.74147,24,-0.0208,64,1.69155
ENSG00000049449,RCN1,105,0.50268,132,0.90730,125,0.80249,24,-1.8080,15,-2.4464,37,-1.1287,98,0.38280,93,0.30131,67,-0.2342
ENSG00000149100,EIF3M,142,0.32308,99,-0.2563,146,0.37113,128,0.15336,90,-0.4118,106,-0.1547,116,0.00304,100,-0.2396,120,0.05476
ENSG00000280798,LINC00294,20,-0.5850,34,0.27352,33,0.25386,30,0.10289,29,0.05052,31,0.16137,16,-0.8570,30,0.09213,32,0.18406
ENSG00000176102,CSTF3,42,0.60348,46,0.75757,18,-0.7557,39,0.46764,30,0.07366,17,-0.8332,24,-0.2769,15,-0.9915,30,0.05799
ENSG00000110422,HIPK3,58,1.03313,24,-0.4291,15,-1.0826,40,0.38913,30,-0.0349,20,-0.7267,24,-0.3872,35,0.18095,35,0.18766
ENSG00000110427,KIAA1549L,143,-0.7211,320,0.58152,412,1.02482,264,0.25620,231,0.03798,161,-0.5382,299,0.46674,118,-1.0166,83,-1.5556
ENSG00000085063,CD59,550,0.71035,336,-0.1088,357,-0.0123,193,-0.9795,293,-0.3271,221,-0.7725,475,0.45999,447,0.35564,366,0.02804
ENSG00000110429,FBXO3,41,-1.1746,110,0.38606,133,0.70950,88,0.02208,122,0.56277,73,-0.2797,88,0.02271,86,-0.0229,42,-1.1498
ENSG00000135363,LMO2,194,2.20548,31,-1.0100,31,-0.9631,24,-1.3815,16,-1.9187,59,0.02738,36,-0.7444,85,0.61774,50,-0.2610
ENSG00000135387,CAPRIN1,178,0.61837,160,0.43514,108,-0.2028,96,-0.3971,119,-0.0565,83,-0.6192,117,-0.0749,114,-0.1168,130,0.09496
ENSG00000121691,CAT,27,-0.1445,32,0.10419,28,-0.0826,14,-1.2055,7,-2.0813,15,-1.1001,54,0.98524,27,-0.1469,65,1.33205
ENSG00000110435,PDHX,70,0.25989,96,0.80470,78,0.44941,30,-1.0827,86,0.60585,51,-0.2394,33,-0.8983,30,-1.0465,61,0.03572
ENSG00000110436,SLC1A2,1816,-0.9370,3629,0.15945,1453,-1.2767,892,-2.0092,661,-2.4526,1325,-1.4164,9691,1.95914,4199,0.40149,5961,1.01070
ENSG00000149090,PAMR1,16,-1.8069,77,0.58107,16,-1.8620,26,-1.1534,17,-1.7782,37,-0.5965,186,2.28263,37,-0.6070,76,0.56405
ENSG00000179431,FJX1,0,-5.7646,35,0.38479,11,-1.4301,32,0.23593,16,-0.8712,17,-0.7375,69,1.61660,34,0.33303,34,0.35586
ENSG00000166326,TRIM44,167,0.36946,139,0.05885,124,-0.1144,210,0.75918,147,0.15034,118,-0.2031,111,-0.2983,89,-0.6348,97,-0.5024
ENSG00000110442,COMMD9,13,-2.0082,31,-0.6888,72,0.66076,65,0.49872,87,0.99577,33,-0.5716,52,0.14094,30,-0.7170,49,0.03986
ENSG00000148948,LRRC4C,81,0.27317,94,0.52027,82,0.28872,47,-0.5977,37,-0.9861,79,0.22222,72,0.06558,91,0.46405,36,-1.0054
ENSG00000166181,API5,91,-0.3042,104,-0.0953,153,0.53804,158,0.59081,137,0.35746,96,-0.2303,108,-0.0350,82,-0.4778,65,-0.8264
ENSG00000149084,HSD17B12,112,-0.0740,114,-0.0453,85,-0.5099,60,-1.0410,82,-0.5591,77,-0.6560,179,0.71607,150,0.41132,193,0.84392
ENSG00000187479,C11orf96,169,2.73141,6,-2.7873,5,-3.0727,20,-1.1286,29,-0.5426,49,0.30856,17,-1.3651,49,0.28725,25,-0.7723
ENSG00000151348,EXT2,39,0.22752,25,-0.4595,32,-0.0742,29,-0.2741,38,0.19761,34,0.00427,45,0.46750,41,0.31838,21,-0.7274
ENSG00000175274,TP53I11,112,-0.4618,245,0.83443,277,1.05514,94,-0.7323,93,-0.7491,86,-0.8564,192,0.41640,162,0.13172,82,-0.9409
ENSG00000019505,SYT13,130,-0.7452,341,0.83263,389,1.06824,222,0.10887,237,0.21488,104,-1.0795,170,-0.3193,157,-0.4465,120,-0.8598
ENSG00000175264,CHST1,136,-0.7422,416,1.11133,273,0.37324,104,-1.1465,177,-0.3242,173,-0.3642,341,0.75499,172,-0.3695,163,-0.4594
ENSG00000121671,CRY2,109,-0.5723,153,-0.0419,254,0.81487,164,0.07379,164,0.07391,127,-0.3380,199,0.39194,127,-0.3293,113,-0.5234
ENSG00000121653,MAPK8IP1,80,-2.1104,273,-0.2395,316,-0.0070,349,0.15441,324,0.03346,441,0.54791,249,-0.3862,390,0.33888,433,0.51586
ENSG00000121680,PEX16,69,0.76702,34,-0.4147,52,0.29312,56,0.41816,31,-0.5272,26,-0.8277,41,-0.0931,34,-0.3727,49,0.18457
ENSG00000135365,PHF21A,40,0.52360,25,-0.2360,21,-0.4756,32,0.14349,26,-0.1754,30,0.02546,34,0.24742,36,0.33285,18,-0.7279
ENSG00000149091,DGKZ,330,-0.5590,328,-0.5710,316,-0.6300,705,0.67938,764,0.82059,506,0.12256,347,-0.4835,476,0.02190,453,-0.0559
ENSG00000175224,ATG13,81,-0.0746,79,-0.1282,82,-0.0545,98,0.22282,112,0.44381,74,-0.2236,70,-0.3046,72,-0.2782,99,0.24684
ENSG00000175220,ARHGAP1,47,-0.5213,79,0.30541,104,0.78669,84,0.41404,70,0.11234,32,-1.0857,84,0.41399,42,-0.6780,44,-0.6030
ENSG00000175216,CKAP5,84,-0.3199,183,0.98148,102,-0.0071,61,-0.8050,119,0.23914,74,-0.5246,107,0.06367,116,0.19522,78,-0.4398
ENSG00000134569,LRP4,76,-0.0720,33,-1.3464,26,-1.7275,34,-1.3205,30,-1.4851,79,-0.0080,179,1.40124,121,0.70139,138,0.93044
ENSG00000149179,C11orf49,90,-0.6122,112,-0.2646,154,0.25175,165,0.36434,169,0.40799,110,-0.3005,166,0.37350,127,-0.0690,97,-0.4894
ENSG00000149182,ARFGAP2,141,0.02516,118,-0.2634,98,-0.5513,165,0.28265,216,0.73878,100,-0.5274,180,0.42397,95,-0.5975,138,-0.0171
ENSG00000134575,ACP2,58,0.20666,65,0.41260,51,-0.0071,48,-0.0861,64,0.38328,44,-0.2283,38,-0.4620,58,0.22993,31,-0.7842
ENSG00000110514,MADD,121,-0.7149,303,0.77639,145,-0.4347,303,0.77611,265,0.54493,130,-0.6056,162,-0.2651,152,-0.3682,136,-0.5380
ENSG00000165916,PSMC3,211,-0.0998,194,-0.2340,173,-0.4224,292,0.42844,291,0.42225,281,0.36837,197,-0.2118,144,-0.7044,241,0.11304
ENSG00000149187,CELF1,117,-0.7401,291,0.74501,363,1.13631,148,-0.3704,141,-0.4438,179,-0.0713,175,-0.1039,172,-0.1287,94,-1.0705
ENSG00000213619,NDUFS3,107,-0.3998,126,-0.1411,161,0.24784,127,-0.1296,134,-0.0465,127,-0.1370,182,0.45278,150,0.13225,128,-0.1185
ENSG00000110536,PTPMT1,23,-0.9215,31,-0.4500,44,0.12481,24,-0.8323,34,-0.2832,62,0.67694,58,0.57645,39,-0.0835,54,0.45606
ENSG00000172247,C1QTNF4,377,-0.0380,440,0.21516,475,0.34218,432,0.18530,313,-0.3348,384,-0.0076,394,0.03455,273,-0.5507,384,-0.0070
ENSG00000109919,MTCH2,101,0.73090,65,0.00716,61,-0.1065,61,-0.1028,68,0.06414,52,-0.3662,67,0.04144,74,0.20733,37,-0.8651
ENSG00000149177,PTPRJ,49,0.36934,52,0.46429,70,0.95604,17,-1.2703,43,0.13903,24,-0.7481,50,0.37764,28,-0.5138,21,-0.9958
ENSG00000149115,TNKS1BP1,23,-0.2173,31,0.25672,48,0.96652,24,-0.1648,36,0.49212,16,-0.8016,32,0.26417,18,-0.5834,12,-1.1768
ENSG00000149136,SSRP1,78,0.15676,98,0.53703,76,0.12373,72,0.03434,74,0.08302,53,-0.4433,66,-0.1053,68,-0.0501,49,-0.5657
ENSG00000186907,RTN4RL2,46,-0.4927,106,0.87793,108,0.92242,74,0.27509,84,0.47682,32,-1.0640,39,-0.7549,45,-0.5166,31,-1.1090
ENSG00000134809,TIMM10,25,-0.2666,27,-0.1427,43,0.62493,6,-2.3583,24,-0.3004,42,0.60924,43,0.63046,31,0.10132,23,-0.4082
ENSG00000156587,UBE2L6,66,0.39437,38,-0.5078,33,-0.6930,46,-0.2003,38,-0.4830,54,0.06139,55,0.10033,61,0.26806,76,0.62606
ENSG00000149131,SERPING1,202,2.49916,30,-0.9017,14,-2.0580,19,-1.5924,31,-0.8616,57,0.08059,42,-0.3769,20,-1.5217,70,0.42420
ENSG00000166793,YPEL4,41,-0.4102,87,0.83439,99,1.06191,49,-0.1282,78,0.65402,26,-1.0738,46,-0.2326,20,-1.4981,30,-0.8890
ENSG00000156599,ZDHHC5,65,0.84855,22,-0.8906,53,0.49229,51,0.42699,48,0.32921,30,-0.3945,30,-0.4031,36,-0.1244,17,-1.3132
ENSG00000156603,MED19,42,-0.3145,37,-0.5097,60,0.26651,83,0.80056,69,0.49493,38,-0.4847,51,-0.0119,42,-0.3024,39,-0.4401
ENSG00000213593,TMX2,35,-1.6346,136,0.48531,82,-0.3336,107,0.07914,128,0.37780,71,-0.5549,143,0.56964,114,0.18550,97,-0.0700
ENSG00000211450,SELENOH,152,-0.2813,199,0.15568,249,0.52811,107,-0.8238,213,0.26700,165,-0.1435,179,-0.0133,188,0.06621,175,-0.0535
ENSG00000198561,CTNND1,69,0.64648,41,-0.2189,43,-0.1103,44,-0.1030,36,-0.3896,46,-0.0249,43,-0.1316,53,0.19841,45,-0.0615
ENSG00000186660,ZFP91,44,-0.3509,51,-0.1263,37,-0.6328,42,-0.4150,51,-0.1284,83,0.69762,48,-0.2178,78,0.58823,60,0.14257
ENSG00000110042,DTX4,30,-0.0481,29,-0.0880,18,-0.8466,23,-0.4797,57,1.04307,19,-0.7331,31,0.03432,33,0.13192,36,0.26961
ENSG00000110048,OSBP,3,-3.6744,71,0.81609,69,0.74546,46,0.09518,49,0.19347,51,0.25560,58,0.46033,20,-1.2399,26,-0.8008
ENSG00000166900,STX3,25,-0.2108,40,0.55867,24,-0.2533,29,0.02668,44,0.69383,36,0.36643,28,-0.0166,8,-1.9061,23,-0.3388
ENSG00000166902,MRPL16,58,0.51696,27,-0.6803,55,0.42950,29,-0.5878,41,-0.0637,46,0.11899,46,0.13086,46,0.11525,34,-0.3545
ENSG00000110107,PRPF19,93,-0.5975,177,0.44812,201,0.65789,163,0.30321,215,0.77872,62,-1.2048,113,-0.2807,108,-0.3506,84,-0.7527
ENSG00000110108,TMEM109,34,0.50227,31,0.31652,44,0.94895,11,-1.2438,32,0.36695,6,-2.0702,35,0.51834,11,-1.3203,23,-0.1209
ENSG00000006118,TMEM132A,232,-0.1631,384,0.66696,251,-0.0399,145,-0.9015,212,-0.3090,153,-0.8195,342,0.47001,215,-0.2847,381,0.65460
ENSG00000167986,DDB1,81,-0.9417,156,0.07779,160,0.11715,134,-0.1694,188,0.38658,125,-0.2726,197,0.46750,111,-0.4690,185,0.36320
ENSG00000149476,TKFC,4,-2.5005,11,-1.1861,8,-1.6271,24,-0.0244,80,2.15019,37,0.64824,11,-1.2368,9,-1.5896,37,0.68219
ENSG00000149532,CPSF7,60,-0.0702,70,0.18977,84,0.48310,80,0.40316,55,-0.1956,29,-1.1685,55,-0.2070,46,-0.4737,83,0.46183
ENSG00000167985,SDHAF2,27,-0.3672,20,-0.8610,48,0.56027,40,0.26154,29,-0.2578,36,0.07987,36,0.10194,28,-0.3360,44,0.40001
