Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000213672,NCKIPSD,3,-3.7082,22,-0.7754,30,-0.2599,58,0.79839,91,1.64709,38,0.10689,31,-0.2462,29,-0.3109,20,-0.9068
ENSG00000068745,IP6K2,8,-2.8534,28,-1.0608,63,0.17349,61,0.13928,185,2.18741,45,-0.3705,32,-0.8939,66,0.25456,19,-1.6562
ENSG00000114302,PRKAR2A,3,-3.2150,25,-3.4810,23,-0.1628,45,0.96075,40,0.73995,29,0.24054,15,-0.8122,35,0.52456,13,-0.9894
ENSG00000177479,ARIH2,53,0.50588,19,-1.1107,55,0.55966,20,-1.0157,49,0.38253,14,-1.6027,51,0.44616,58,0.64803,32,-0.3067
ENSG00000178467,P4HTM,58,0.01940,39,-0.5999,102,0.96734,115,1.18364,91,0.76551,15,-2.0250,19,-1.6788,64,0.15894,15,-2.0796
ENSG00000178252,WDR6,64,-0.1327,45,-0.6892,116,0.85294,82,0.27482,49,-0.5560,53,-0.4325,97,0.54180,57,-0.3116,64,-0.1447
ENSG00000178057,NDUFAF3,178,0.40662,47,-1.6568,91,-0.6693,78,-0.8942,225,0.81147,105,-0.4398,166,0.29004,200,0.60433,159,0.22269
ENSG00000178035,IMPDH2,61,0.49858,37,-0.3249,39,-0.2459,47,0.06090,52,0.22371,21,-1.2188,40,-0.1983,82,0.99658,29,-0.6825
ENSG00000198218,QRICH1,74,0.61936,19,-1.4772,31,-0.7717,61,0.27356,113,1.37640,69,0.49700,29,-0.8827,37,-0.5036,26,-1.0489
ENSG00000172053,QARS,3,-3.8641,13,-1.6542,59,0.63832,26,-0.6860,34,-0.2511,53,0.48084,95,1.52271,45,0.19821,30,-0.4269
ENSG00000172037,LAMB2,206,2.04264,18,-1.9710,29,-1.3186,2,-5.1726,10,-2.8650,83,0.35045,237,2.36290,6,-3.6231,13,-2.4570
ENSG00000114316,USP4,3,-3.5980,20,-0.8111,35,0.11054,37,0.19916,71,1.31930,18,-0.9118,40,0.31816,36,0.13995,37,0.16503
ENSG00000067560,RHOA,153,-1.1142,140,-1.2461,241,-0.4136,214,-0.5999,274,-0.2086,456,0.63121,485,0.73940,518,0.85533,327,0.07662
ENSG00000145022,TCTA,6,-2.3195,22,-0.5203,45,0.65962,56,1.04037,17,-0.8490,17,-0.9260,24,-0.3627,38,0.36838,47,0.73107
ENSG00000173402,DAG1,739,3.26506,37,-2.1333,98,-0.6745,30,-2.4375,59,-1.4407,249,0.85200,54,-1.5868,54,-1.5672,30,-2.4229
ENSG00000164061,BSN,10,-3.0500,51,-0.5924,184,1.58205,211,1.86123,146,1.14643,11,-2.7938,0,-6.8175,13,-2.6363,46,-0.7613
ENSG00000164062,APEH,109,1.60260,26,-0.8113,54,0.35842,57,0.43707,33,-0.4462,69,0.76572,18,-1.3268,24,-0.9071,2,-4.3189
ENSG00000176095,IP6K1,3,-4.7119,68,-0.0768,121,0.87739,148,1.24285,169,1.50040,17,-2.1391,10,-2.9388,44,-0.7511,65,-0.1662
ENSG00000164076,CAMKV,3,-5.5736,98,-0.4588,254,1.13731,532,2.72339,222,0.89873,7,-4.2441,28,-2.3229,8,-4.1045,22,-2.6904
ENSG00000164077,MON1A,3,-3.0326,14,-0.7145,39,0.92801,44,1.16080,32,0.60932,25,0.19988,11,-1.0238,25,0.16069,7,-1.6863
ENSG00000004534,RBM6,115,1.58488,21,-1.2381,21,-1.2120,54,0.24947,16,-1.6719,69,0.66081,61,0.43220,35,-0.4527,27,-0.8317
ENSG00000003756,RBM5,31,-0.8831,25,-1.1683,78,0.60408,85,0.76386,82,0.69898,8,-2.8706,76,0.57133,84,0.73221,17,-1.7849
ENSG00000114353,GNAI2,68,-1.6458,85,-1.3093,151,-0.4272,128,-0.6883,181,-0.1407,211,0.10532,520,1.71952,279,0.56662,157,-0.3672
ENSG00000012171,SEMA3B,106,-0.1150,22,-2.5233,29,-2.0950,30,-2.0587,20,-2.6386,94,-0.3052,192,0.86973,412,2.40642,125,0.14766
ENSG00000114383,TUSC2,14,-2.2429,56,-0.1418,80,0.43896,115,1.07566,106,0.92688,40,-0.6503,69,0.19692,50,-0.3000,19,-1.7511
ENSG00000126062,TMEM115,3,-3.2400,19,-0.4442,8,-1.7746,15,-0.8332,34,0.44648,64,1.59963,22,-0.2162,26,-0.0069,41,0.75214
ENSG00000088538,DOCK3,9,-3.0577,38,-0.9743,72,0.02674,234,2.18900,185,1.68635,16,-2.2307,18,-2.0479,49,-0.5937,19,-1.9792
ENSG00000145050,MANF,65,1.06284,23,-0.6202,11,-1.7825,12,-1.6482,95,1.79646,41,0.28705,32,-0.1271,20,-0.8248,12,-1.5616
ENSG00000259956,RBM15B,3,-3.1394,21,-0.2048,58,1.51642,60,1.59895,27,0.21174,0,-7.0296,8,-1.6668,29,0.29948,11,-1.2031
ENSG00000164081,TEX264,56,0.75775,18,-1.0861,82,1.44730,39,0.13485,17,-1.0957,13,-1.5112,35,-0.0373,50,0.56786,10,-1.8797
ENSG00000090097,PCBP4,60,-0.5291,39,-1.1983,36,-1.2918,38,-1.2235,74,-0.1922,61,-0.4987,61,-0.4980,331,2.63520,53,-0.7115
ENSG00000248487,ABHD14A,83,0.83499,25,-1.1086,86,0.89429,53,0.06895,84,0.85960,24,-1.1641,16,-1.7176,21,-1.3115,62,0.33446
ENSG00000162244,RPL29,718,-0.0727,364,-1.1322,373,-1.0978,328,-1.2920,458,-0.7809,773,0.04758,1483,1.16908,928,0.34868,1332,0.97387
ENSG00000164086,DUSP7,3,-3.6100,21,-0.7000,25,-0.4812,78,1.48511,17,-1.0074,14,-1.2719,25,-0.4234,63,1.07435,53,0.76927
ENSG00000247596,TWF2,3,-3.5000,15,-1.0571,31,-0.0101,69,1.38339,64,1.25601,28,-0.1364,46,0.65936,21,-0.5680,0,-6.4503
ENSG00000164091,WDR82,3,-5.8423,129,-0.3198,293,1.05961,480,2.03557,295,1.07347,44,-1.9417,33,-2.3809,81,-1.0283,57,-1.5736
ENSG00000163930,BAP1,3,-4.5153,60,-0.0640,143,1.44329,102,0.81661,64,0.02804,88,0.55583,37,-0.8392,23,-1.5465,44,-0.5427
ENSG00000010322,NISCH,3,-5.0384,81,-0.1726,107,0.29117,171,1.09089,180,1.19213,72,-0.3620,108,0.30275,58,-0.7031,30,-1.6715
ENSG00000163939,PBRM1,3,-3.0842,20,-0.2044,11,-1.0852,28,0.31904,23,-0.0110,0,-5.1311,52,1.38322,58,1.59839,13,-0.9020
ENSG00000114902,SPCS1,145,0.39493,48,-1.3371,118,0.06103,93,-0.3151,145,0.39716,158,0.54815,85,-0.4541,163,0.60027,68,-0.8173
ENSG00000272573,MUSTN1,3,-5.4490,34,-1.9405,7,-4.1260,0,-8.6977,62,-1.0314,23,-2.4721,918,5.50878,3,-5.4565,27,-2.2767
ENSG00000163931,TKT,241,1.86156,27,-1.7859,71,-0.3045,44,-1.0354,57,-0.6413,154,0.99388,46,-0.9771,90,0.09232,40,-1.1749
ENSG00000016391,CHDH,33,0.27651,16,-0.8690,57,1.20081,5,-2.6414,4,-2.7606,106,2.50579,0,-6.4297,17,-0.7818,15,-0.9932
ENSG00000113811,SELENOK,155,0.48100,73,-0.7199,93,-0.3598,72,-0.7535,79,-0.5977,210,1.00491,90,-0.4018,159,0.51877,113,-0.0465
ENSG00000187672,ERC2,3,-4.6608,52,-0.4656,63,-0.1517,329,3.14927,136,1.15966,17,-2.1156,1,-5.3868,6,-3.6889,16,-2.2166
ENSG00000163946,TASOR,3,-3.5046,17,-0.9492,10,-1.7081,39,0.35976,8,-2.0144,31,-0.0096,36,0.23520,59,1.10273,77,1.58596
ENSG00000157500,APPL1,3,-4.1881,38,-0.4181,71,0.58238,101,1.20348,116,1.46348,11,-2.2786,57,0.21163,35,-0.5388,17,-1.6103
ENSG00000168374,ARF4,34,-0.8697,23,-1.4498,79,0.45705,11,-2.4931,101,0.88485,109,1.01250,68,0.21026,84,0.56087,28,-1.1568
ENSG00000163681,SLMAP,3,-3.5415,16,-1.0891,51,0.79663,37,0.24305,2,-3.9290,37,0.22641,87,1.79824,31,-0.0240,22,-0.5550
ENSG00000136068,FLNB,3,-3.5150,12,-1.7515,26,-0.5740,1,-4.5050,27,-0.5133,23,-0.7100,132,2.37593,72,1.13844,36,-0.0217
ENSG00000163686,ABHD6,3,-4.1451,22,-1.2019,39,-0.3549,61,0.36716,48,-0.0012,26,-0.9677,55,0.19641,162,2.22436,21,-1.2957
ENSG00000168297,PXK,36,-1.2799,57,-0.5883,55,-0.6647,55,-0.6687,24,-1.8790,45,-0.9753,29,-1.6419,366,2.91660,84,0.00698
ENSG00000168291,PDHB,96,0.51751,29,-1.3532,69,-0.0261,38,-0.9648,155,1.36884,44,-0.7275,77,0.13757,90,0.40681,34,-1.1090
ENSG00000168309,FAM107A,258,-1.5030,592,-0.2196,786,0.24075,426,-0.7367,446,-0.6673,1180,0.93685,599,-0.2019,585,-0.2402,1238,1.02317
ENSG00000144724,PTPRG,166,1.79731,19,-1.7564,108,0.97686,18,-1.8403,114,1.07502,6,-3.3538,89,0.63276,16,-2.0095,9,-2.8295
ENSG00000114405,C3orf14,17,-1.0892,30,-0.2226,15,-1.2221,80,1.46823,67,1.14895,22,-0.6852,26,-0.4461,22,-0.6896,29,-0.2554
ENSG00000163618,CADPS,3,-4.8539,40,-1.0694,91,0.22663,223,1.86357,282,2.37725,30,-1.4731,8,-3.3802,9,-3.1841,26,-1.7028
ENSG00000163630,SYNPR,3,-6.1183,45,-2.1981,100,-1.0141,724,2.54632,783,2.74792,15,-3.7985,0,-9.1723,9,-4.4660,34,-2.5995
ENSG00000163634,THOC7,3,-4.0981,30,-0.7142,44,-0.1153,45,-0.0637,56,0.29422,52,0.17140,72,0.71827,39,-0.2728,81,0.91777
ENSG00000163636,PSMD6,3,-3.8055,16,-1.2861,43,0.20088,47,0.33280,100,1.70621,45,0.27504,47,0.34120,41,0.10618,1,-4.8382
ENSG00000163637,PRICKLE2,110,1.25271,29,-0.9568,69,0.43505,211,2.63779,40,-0.4310,0,-7.4800,8,-2.8288,5,-3.4130,6,-3.1985
ENSG00000151276,MAGI1,3,-3.9965,35,-0.3634,152,2.32627,79,1.00607,68,0.74018,10,-2.2331,5,-3.2790,35,-0.3664,7,-2.7749
ENSG00000144749,LRIG1,680,2.46215,29,-2.7872,182,-0.0217,6,-5.0635,47,-2.1032,560,2.01510,49,-2.0424,73,-1.4448,39,-2.3636
ENSG00000172340,SUCLG2,343,3.31286,15,-2.3053,43,-0.7425,14,-2.3851,4,-4.0656,96,0.55947,61,-0.1809,13,-2.5430,27,-1.4020
ENSG00000144744,UBA3,61,0.69793,19,-1.1750,46,0.21858,31,-0.4224,57,0.58016,52,0.42911,18,-1.2157,65,0.80120,12,-1.7756
ENSG00000144746,ARL6IP5,193,0.28254,66,-1.4000,127,-0.3937,158,-0.0437,229,0.56965,156,-0.0600,169,0.06536,255,0.75841,108,-0.6453
ENSG00000114541,FRMD4B,3,-3.2590,7,-1.8896,24,-0.1205,0,-7.7991,2,-3.8765,7,-1.9804,28,0.10720,102,2.59305,62,1.51371
ENSG00000114861,FOXP1,81,0.45665,37,-0.7855,46,-0.4518,112,1.00726,11,-2.5115,34,-0.9028,167,1.78314,45,-0.5049,19,-1.7621
ENSG00000163412,EIF4E3,113,1.48794,16,-1.6281,74,0.72025,88,1.02413,34,-0.5563,29,-0.7731,15,-1.8103,33,-0.5732,30,-0.7392
ENSG00000170837,GPR27,3,-3.0057,19,-0.2715,6,-1.8698,42,1.05812,15,-0.5942,16,-0.4992,29,0.41807,47,1.29767,23,0.06091
ENSG00000163602,RYBP,3,-4.1234,18,-1.4715,64,0.48658,59,0.35859,52,0.15502,27,-0.8697,56,0.26307,101,1.29152,48,0.00779
ENSG00000163605,PPP4R2,48,-0.0457,21,-1.3081,33,-0.6326,73,0.63454,84,0.87596,28,-0.8948,42,-0.2662,87,0.93081,32,-0.7180
ENSG00000185008,ROBO2,3,-3.6823,16,-1.2057,42,0.30394,131,2.48309,94,1.75037,8,-2.2221,3,-3.6609,3,-3.4462,16,-1.2291
ENSG00000169855,ROBO1,3,-3.5042,20,-0.6972,25,-0.3107,39,0.38322,76,1.56439,16,-1.0332,47,0.67932,35,0.21872,18,-0.8570
ENSG00000175161,CADM2,20,-3.2550,123,-0.5283,277,0.80056,367,1.31330,308,0.98702,155,-0.1617,34,-2.4686,153,-0.1900,111,-0.6967
ENSG00000083937,CHMP2B,206,2.43507,23,-1.3910,28,-1.0948,21,-1.5070,40,-0.5376,27,-1.1533,82,0.62504,78,0.52627,3,-4.1319
ENSG00000163320,CGGBP1,77,0.06832,30,-1.4185,101,0.51472,129,0.92961,118,0.78376,56,-0.4326,81,0.14854,64,-0.2453,11,-2.8817
ENSG00000269028,MTRNR2L12,2668,-1.2758,12136,1.20159,3645,-0.7980,3197,-0.9998,2802,-1.2009,7625,0.38477,5102,-0.2709,5106,-0.2696,12066,1.19092
ENSG00000080822,CLDND1,312,-0.9977,159,-2.0157,109,-2.5711,212,-1.5860,78,-3.0525,291,-1.1081,344,-0.8502,2826,3.18657,975,0.84881
ENSG00000080819,CPOX,4,-3.1172,14,-1.2457,10,-1.7201,23,-0.4828,19,-0.7964,32,0.04692,7,-2.1870,126,2.65531,48,0.69497
ENSG00000184220,CMSS1,78,1.34121,27,-0.4425,30,-0.2746,57,0.78212,50,0.55088,19,-0.9805,9,-2.0121,27,-0.4263,24,-0.6214
ENSG00000154174,TOMM70,123,1.07879,27,-1.3599,45,-0.6038,139,1.29807,153,1.48575,6,-3.5094,32,-1.1095,42,-0.7069,22,-1.6808
ENSG00000114354,TFG,3,-4.1033,22,-1.1740,65,0.52758,29,-0.7731,93,1.15587,44,-0.1081,36,-0.3992,75,0.77484,57,0.31929
ENSG00000081154,PCNP,3,-5.3898,60,-1.0151,116,0.01826,164,0.59593,127,0.16675,150,0.44261,169,0.64410,144,0.37798,99,-0.2339
ENSG00000066422,ZBTB11,121,1.86841,31,-0.4939,51,0.30048,82,1.10802,38,-0.1687,4,-3.2896,20,-1.1758,32,-0.4498,4,-3.5620
ENSG00000114391,RPL24,1519,0.83628,444,-1.1492,413,-1.2569,382,-1.3776,415,-1.2519,773,-0.2864,1699,1.03669,973,0.08358,1704,1.04195
ENSG00000182504,CEP97,3,-3.1145,10,-1.2682,18,-0.3809,45,1.07617,10,-1.3111,31,0.44910,39,0.84636,51,1.32275,5,-2.2952
ENSG00000144815,NXPE3,141,1.57832,17,-1.8295,51,-0.1926,59,0.04179,2,-4.7365,25,-1.2547,54,-0.0931,146,1.65011,21,-1.5663
ENSG00000170017,ALCAM,3,-4.9069,32,-1.7973,118,0.23351,98,-0.0749,147,0.60436,106,0.05477,115,0.18794,219,1.30997,84,-0.3190
ENSG00000114439,BBX,95,1.10484,19,-1.4390,30,-0.7767,25,-1.0883,20,-1.3985,18,-1.5345,44,-0.1879,135,1.78496,60,0.30722
ENSG00000196776,CD47,5,-4.4801,49,-1.2874,110,-0.0310,207,1.04423,175,0.75020,31,-1.9747,77,-0.5870,265,1.51043,88,-0.3772
ENSG00000198919,DZIP3,86,0.93610,27,-0.9363,78,0.75017,115,1.45522,39,-0.3833,34,-0.5913,31,-0.7284,30,-0.8047,7,-2.9702
ENSG00000144827,ABHD10,122,1.31459,25,-1.2381,74,0.43336,116,1.23518,68,0.28988,28,-1.0677,4,-3.7596,57,0.01778,15,-1.9950
ENSG00000144834,TAGLN3,31,-3.1183,136,-0.9159,342,0.57051,842,2.32431,533,1.36510,46,-2.5409,90,-1.5296,58,-2.1771,107,-1.2749
ENSG00000091972,CD200,3,-4.8101,42,-0.9922,73,-0.1329,186,1.48848,287,2.42541,26,-1.7224,16,-2.3767,61,-0.4022,18,-2.2098
ENSG00000144848,ATG3,319,2.54192,32,-1.4868,25,-1.8688,46,-0.9390,15,-2.6106,45,-0.9724,71,-0.2549,128,0.71057,73,-0.2163
ENSG00000138459,SLC35A5,105,1.59694,18,-1.3112,48,0.20667,24,-0.8859,12,-1.9041,31,-0.4912,17,-1.3938,93,1.36336,32,-0.4188
ENSG00000121579,NAA50,3,-3.5131,19,-0.7752,65,1.21799,27,-0.2600,36,0.17669,27,-0.2683,53,0.84796,24,-0.4631,34,0.07966
ENSG00000114573,ATP6V1A,128,-0.2469,72,-1.1413,179,0.29641,286,1.11507,498,2.23810,54,-1.5638,15,-3.4501,46,-1.8060,64,-1.3230
ENSG00000172020,GAP43,8,-4.5372,155,-0.2914,303,0.82627,225,0.31329,643,2.32236,69,-1.5241,51,-1.9687,61,-1.7137,154,-0.3009
ENSG00000185565,LSAMP,49,-1.3912,92,-0.4110,220,1.04098,175,0.64172,150,0.37343,157,0.45768,34,-1.9277,93,-0.3933,103,-0.2316
ENSG00000113845,TIMMDC1,3,-4.3452,21,-1.4828,62,0.18709,42,-0.4331,35,-0.7122,65,0.26248,66,0.26998,104,1.06352,102,1.02117
ENSG00000138495,COX17,11,-2.9816,33,-1.3712,28,-1.6065,14,-2.6042,65,-0.3519,118,0.62814,261,2.15395,95,0.26046,102,0.38049
ENSG00000082701,GSK3B,103,1.03805,31,-0.9096,80,0.58861,127,1.41183,78,0.54823,21,-1.5207,4,-3.7180,35,-0.7492,25,-1.2288
ENSG00000163428,LRRC58,177,2.38390,19,-1.4512,24,-1.1051,42,-0.2440,0,-6.9627,47,-0.0887,22,-1.2537,81,0.81529,33,-0.6292
ENSG00000163430,FSTL1,155,1.92231,9,-2.5950,20,-1.5318,11,-2.4009,60,0.18782,119,1.39294,95,0.96541,11,-2.4105,1,-5.4984
ENSG00000065518,NDUFB4,335,0.91118,87,-1.2510,261,0.47572,87,-1.2620,138,-0.5497,353,1.00581,156,-0.3577,219,0.18588,122,-0.7438
ENSG00000144840,RABL3,3,-3.1420,16,-0.6078,61,1.62084,29,0.27534,22,-0.1435,24,0.02699,27,0.16642,31,0.41153,4,-2.5483
ENSG00000145087,STXBP5L,101,1.46525,24,-0.9529,25,-0.8811,141,2.15186,73,0.86301,3,-3.9158,0,-7.0585,4,-3.4645,22,-1.0616
ENSG00000173230,GOLGB1,77,0.28887,33,-1.0409,43,-0.6387,108,0.86294,54,-0.2895,36,-0.8987,119,1.03724,33,-1.0428,78,0.30442
ENSG00000114023,FAM162A,115,0.15049,50,-1.1535,151,0.59777,145,0.52709,206,1.14660,134,0.39806,55,-0.9994,41,-1.4707,50,-1.1572
ENSG00000114030,KPNA1,180,2.01507,24,-1.3980,29,-1.1208,61,0.04763,13,-2.2834,79,0.48421,75,0.39321,47,-0.3788,25,-1.3188
ENSG00000173175,ADCY5,86,0.72082,36,-0.7040,39,-0.5597,119,1.30272,40,-0.5161,0,-8.1819,75,0.47850,88,0.76922,19,-1.6120
ENSG00000206527,HACD2,35,-0.4398,22,-1.1752,100,1.31980,114,1.55728,12,-2.0106,18,-1.4406,14,-1.8552,85,1.01307,20,-1.3273
ENSG00000065534,MYLK,3,-4.6303,33,-1.1276,30,-1.2452,22,-1.7170,13,-2.4848,96,0.56995,202,1.97714,158,1.47452,54,-0.3705
ENSG00000160145,KALRN,3,-4.5879,51,-0.6385,140,1.01080,332,2.86399,74,-0.0736,22,-1.8922,16,-2.3853,8,-3.2744,47,-0.7770
ENSG00000082781,ITGB5,251,2.51513,19,-1.9013,43,-0.6733,12,-2.5506,13,-2.4547,74,0.18220,143,1.32243,30,-1.2069,12,-2.5250
ENSG00000173706,HEG1,3,-3.6508,16,-1.1537,4,-2.9808,5,-2.7653,22,-0.6790,45,0.44365,167,3.19673,34,0.00973,12,-1.5934
ENSG00000163848,ZNF148,150,2.35944,21,-1.0739,39,-0.1458,58,0.50862,35,-0.2769,18,-1.2787,18,-1.3143,27,-0.6853,14,-1.6554
ENSG00000114544,SLC41A3,71,0.26716,46,-0.4299,93,0.73785,96,0.79297,115,1.10927,32,-0.9732,20,-1.6576,41,-0.6121,25,-1.3145
ENSG00000144908,ALDH1L1,190,2.28481,28,-1.0611,38,-0.6055,25,-1.2024,9,-2.7269,175,2.10305,15,-1.9903,12,-2.2742,6,-3.1494
ENSG00000159685,CHCHD6,3,-3.2352,12,-1.1978,32,0.33987,37,0.58645,62,1.52764,21,-0.3009,0,-6.3045,19,-0.4486,46,0.98255
ENSG00000114554,PLXNA1,21,-0.8382,34,-0.1050,55,0.67408,140,2.52461,42,0.20012,30,-0.3442,1,-4.6844,6,-2.5822,1,-4.5256
ENSG00000163870,TPRA1,3,-2.9415,21,0.02831,19,-0.1274,27,0.40715,33,0.76235,33,0.74088,16,-0.3766,30,0.60120,5,-1.9616
ENSG00000114631,PODXL2,3,-5.7965,142,-0.1145,163,0.10685,358,1.49931,470,2.05793,53,-1.6136,66,-1.2977,64,-1.3462,51,-1.6743
ENSG00000114626,ABTB1,3,-3.8831,25,-0.7227,51,0.38945,55,0.51593,113,1.83479,12,-1.7809,58,0.60849,31,-0.3961,14,-1.6406
ENSG00000074416,MGLL,3,-4.7342,73,-0.3606,105,0.21326,120,0.43530,147,0.79037,221,1.54093,78,-0.2562,32,-1.6009,47,-1.0574
ENSG00000058262,SEC61A1,267,1.76504,36,-1.5804,84,-0.2594,61,-0.7606,154,0.73593,70,-0.5600,108,0.13929,45,-1.2433,68,-0.5872
ENSG00000163902,RPN1,187,1.13410,34,-1.6114,54,-0.9102,50,-1.0391,139,0.60946,87,-0.1584,160,0.85314,108,0.18967,48,-1.0796
ENSG00000075785,RAB7A,126,-0.3721,78,-1.1160,173,0.14265,168,0.09074,95,-0.8077,221,0.54648,210,0.46027,243,0.71198,115,-0.5053
ENSG00000169714,CNBP,257,0.40377,87,-1.3099,200,-0.0077,163,-0.3321,164,-0.3301,207,0.05004,383,1.09924,196,-0.0422,153,-0.4341
ENSG00000181789,COPG1,59,0.14047,29,-0.9427,91,0.87589,91,0.87903,78,0.60037,14,-2.0732,39,-0.5024,45,-0.2736,39,-0.4969
ENSG00000184897,H1FX,147,-0.3028,117,-0.6654,181,0.03269,200,0.19364,333,1.06755,104,-0.8492,308,0.92756,106,-0.8208,105,-0.8267
ENSG00000004399,PLXND1,3,-3.5392,39,0.32502,67,1.29164,16,-1.0698,25,-0.3610,15,-1.1585,42,0.47163,64,1.20207,14,-1.2278
ENSG00000017260,ATP2C1,236,1.30035,55,-1.0970,124,0.18270,180,0.80280,140,0.37876,32,-1.8922,44,-1.4423,101,-0.1528,89,-0.3608
ENSG00000198585,NUDT16,3,-3.8952,30,-0.4945,37,-0.1339,17,-1.3694,16,-1.4580,28,-0.5666,94,1.44995,50,0.34547,92,1.40575
ENSG00000114686,MRPL3,89,1.47733,19,-1.0904,46,0.32549,49,0.42153,32,-0.2805,17,-1.2543,29,-0.4106,45,0.27340,16,-1.3340
ENSG00000196353,CPNE4,3,-2.3704,34,1.49610,54,2.53846,23,0.83917,8,-0.8705,0,-5.7111,0,-5.4539,5,-1.5225,0,-6.5341
ENSG00000091527,CDV3,190,1.58243,27,-1.5950,83,0.11200,43,-0.9302,78,0.01249,65,-0.2888,101,0.44485,68,-0.2059,41,-0.9865
ENSG00000091513,TF,31,-4.1546,95,-2.5376,46,-3.5749,137,-1.9930,63,-3.1296,105,-2.3797,470,-0.1067,3092,4.11711,475,-0.0895
ENSG00000144867,SRPRB,148,2.41265,19,-1.1424,63,0.70765,3,-3.5341,25,-0.7497,21,-1.0257,58,0.56957,17,-1.3198,13,-1.7682
ENSG00000154917,RAB6B,305,-0.0051,208,-0.6145,526,0.91713,848,1.82766,601,1.15695,62,-2.4208,80,-2.0610,37,-3.1923,88,-1.9145
ENSG00000114019,AMOTL2,3,-4.1225,20,-1.3170,21,-1.2427,10,-2.3530,41,-0.2382,29,-0.7944,97,1.22369,154,2.15135,54,0.19265
ENSG00000129055,ANAPC13,180,1.71523,32,-1.1838,76,0.16289,70,0.03654,93,0.50148,32,-1.1870,38,-0.9133,53,-0.4106,43,-0.7347
ENSG00000114098,ARMC8,3,-3.5630,20,-0.7672,69,1.30440,58,0.99335,38,0.28108,11,-1.6331,48,0.66012,43,0.46649,0,-5.3133
ENSG00000158186,MRAS,156,1.38190,39,-0.9177,70,-0.0024,98,0.55325,129,1.02988,64,-0.1541,30,-1.3285,12,-2.6791,35,-1.0914
ENSG00000051382,PIK3CB,137,1.48436,24,-1.3851,41,-0.5574,132,1.40780,66,0.20817,28,-1.1166,39,-0.6174,27,-1.1882,31,-0.9738
ENSG00000175110,MRPS22,3,-3.4178,11,-1.4777,32,0.15804,33,0.21365,75,1.65306,44,0.66116,18,-0.7714,27,-0.1102,20,-0.5787
ENSG00000184432,COPB2,3,-3.6225,22,-0.6617,38,0.19889,41,0.32642,37,0.13952,30,-0.1936,69,1.22563,41,0.34277,22,-0.6631
ENSG00000114115,RBP1,44,-0.3822,30,-0.9459,57,0.03313,8,-2.7874,19,-1.6034,49,-0.1840,124,1.39834,114,1.22615,54,-0.0513
ENSG00000158258,CLSTN2,3,-4.4798,16,-2.0202,27,-1.2614,359,3.88725,51,-0.2829,29,-1.1273,37,-0.7991,15,-2.0988,12,-2.3934
ENSG00000114120,SLC25A36,131,1.21159,39,-0.7949,81,0.37221,84,0.42822,91,0.56522,31,-1.1495,40,-0.7708,69,0.09612,17,-2.0397
ENSG00000177311,ZBTB38,3,-4.1285,30,-0.7046,24,-1.0639,50,0.08931,99,1.23999,10,-2.3591,103,1.31739,95,1.17642,16,-1.6488
ENSG00000114125,RNF7,3,-4.6141,47,-0.5871,84,0.34448,52,-0.4226,99,0.63241,89,0.43799,101,0.65861,72,0.09112,65,-0.0703
ENSG00000069849,ATP1B3,9,-2.9846,38,-0.9728,51,-0.5056,48,-0.6243,182,1.67134,69,-0.0355,173,1.57618,46,-0.6711,19,-1.9718
ENSG00000144935,TRPC1,3,-3.1215,13,-0.8889,19,-0.3149,66,1.81138,29,0.30546,50,1.26468,0,-6.1872,30,0.36434,4,-2.5249
ENSG00000163714,U2SURP,17,-1.6644,37,-0.4751,42,-0.2665,69,0.54216,71,0.58544,27,-0.9145,34,-0.5771,78,0.75807,71,0.60222
ENSG00000114698,PLSCR4,250,2.87288,19,-1.6979,42,-0.5124,20,-1.6008,1,-5.6450,101,0.93378,30,-1.0266,13,-2.2713,45,-0.4012
ENSG00000239922,AC092958.1,3,-3.1861,8,-1.6795,0,-5.5936,12,-1.1396,0,-6.1405,0,-5.9841,87,2.32007,93,2.49084,20,-0.3046
ENSG00000163754,GYG1,210,2.28867,14,-2.1886,13,-2.2994,40,-0.6830,49,-0.3501,55,-0.1824,81,0.47092,39,-0.7014,49,-0.3455
ENSG00000071794,HLTF,3,-3.1786,14,-0.8853,24,-0.0692,13,-0.9389,37,0.66069,54,1.33339,14,-0.9211,35,0.57770,29,0.27836
ENSG00000169908,TM4SF1,3,-4.6774,21,-1.8078,2,-5.1049,0,-9.2485,12,-2.6212,8,-3.1439,569,6.14046,8,-3.2196,7,-3.4128
ENSG00000018408,WWTR1,48,0.17904,13,-1.7889,21,-1.1476,5,-3.2566,23,-1.0152,24,-0.9277,188,2.86245,19,-1.2490,50,0.24155
ENSG00000082996,RNF13,199,0.75664,39,-1.8103,53,-1.3539,40,-1.7596,69,-0.9518,131,0.04616,76,-0.7959,453,2.38839,81,-0.7044
ENSG00000070087,PFN2,351,0.90063,75,-1.5576,284,0.53565,224,0.14068,164,-0.3630,273,0.46814,168,-0.3264,172,-0.2849,140,-0.6072
